kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,snippet.defaultAudioLanguage,snippet.tags,contentDetails.regionRestriction.blocked
youtube#video,Zh8eZ2-0HRySfOwk0L2boBbmcCg,fKlUXasYMDA,2021-06-30T04:54:28Z,UCqy8jM3Y-2Pc033kilUlAFA,❤Amber Heard Status💜💙||WHATSAPP STATUS||Shorts||love status||love at first sight||aquaman status💜❤💙,"🙏THANK YOU FOR WATCHING🙏

plz!❤LIKE | SHARE | SUBSCRIBE❤

Amber Heard Status||WHATSAPP STATUS||Shorts||love status||love at first sight||aquaman status

#AmberHeard#LJBEntertainment#Shorts#status#whatsappstatus
---------------------------------------
Uploaded for promotional,entertainment and preview purposes only!

If you as a copyright holder wish to remove this,
please contact me@

lborah872@gmail.com 

and I will remove it directly from my channel.
---------------------------------------
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status

Amber Heard Status
Amber Heard Status
Amber Heard Status
Amber Heard Status

Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
---------------------------------------#AmberHeard #AmberHeardcuteexpression #AmberHeardstatus #AmberHeardWhatsappstatus #AmberHeardWhatsappstatus4k #Amberheard #Amberheardmovie #Amberheardaquaman #Amberhearddialogue #Amberheardboyfriend #AmberheardJohnydepp #Amberheardshorts #Amberheardromanticscene #Amberheardromance #Amberheardsexscene #Amberheardhotscene #Amberheardbestscene #amberheard_status_video #amberheard_status_4k #amberheard_status_fullscreen #amberheard_status_wahran #amberheard_status_hindi_song 
#amberheard_status_hd #amberheard_status_song #amberheard_status_in_tamil #amberheard_movie_scene #amberheard_johnydepp_fight_video #amberheard_full_screen_whatsapp_status #amberheardmovies #amberheard_elon_mask #amberheard_interview #AmberHeard_Whatsappstatus_4k
#Amber_Heard_hd_Whatsappstatus #amber_heard_Whatsapp_status_full_screen_hindi_song

Amber heard 4k ultra status, ultra hd 4k status full screen, 4k ultra hd status hindi, 4k status video hindi, 4k status video hindi song, 4k status video kaise banaye, 4k status video editing, 4k status whatsapp, 4k status without watermark, 4k status wala, 4k status whatsapp hindi, miss you status 4k, 4k status zone, 4k 120fps whatsapp status, 4k 15 sec status, 4k full hd status 1920x1080, 4k full screen status 2020, 4k 60fps whatsapp status, 4k 60fps status
---------------------------------------
NOTE: - All Images, Pictures, Music used in the video belongs to the respected owners.

Disclaimer: - This channel DOES NOT promote or encourage any illegal activities. All content provided by this channel is meant for EDUCATIONAL and INFORMATIONAL PURPOSE only.

Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is made for FAIR USE for purpose such as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.
---------------------------------------
Song:Love U
Artist:Razihel
song link:https://youtu.be/OJBxNA8cX-E
song link:http://ncs.io/loveu
Music provided by: http://spoti.fi/NCS",https://i.ytimg.com/vi/fKlUXasYMDA/default.jpg,120,90,https://i.ytimg.com/vi/fKlUXasYMDA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fKlUXasYMDA/hqdefault.jpg,480,360,,,,,,,LJB Entertainment,22,none,❤Amber Heard Status💜💙||WHATSAPP STATUS||Shorts||love status||love at first sight||aquaman status💜❤💙,"🙏THANK YOU FOR WATCHING🙏

plz!❤LIKE | SHARE | SUBSCRIBE❤

Amber Heard Status||WHATSAPP STATUS||Shorts||love status||love at first sight||aquaman status

#AmberHeard#LJBEntertainment#Shorts#status#whatsappstatus
---------------------------------------
Uploaded for promotional,entertainment and preview purposes only!

If you as a copyright holder wish to remove this,
please contact me@

lborah872@gmail.com 

and I will remove it directly from my channel.
---------------------------------------
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status

Amber Heard Status
Amber Heard Status
Amber Heard Status
Amber Heard Status

Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
---------------------------------------#AmberHeard #AmberHeardcuteexpression #AmberHeardstatus #AmberHeardWhatsappstatus #AmberHeardWhatsappstatus4k #Amberheard #Amberheardmovie #Amberheardaquaman #Amberhearddialogue #Amberheardboyfriend #AmberheardJohnydepp #Amberheardshorts #Amberheardromanticscene #Amberheardromance #Amberheardsexscene #Amberheardhotscene #Amberheardbestscene #amberheard_status_video #amberheard_status_4k #amberheard_status_fullscreen #amberheard_status_wahran #amberheard_status_hindi_song 
#amberheard_status_hd #amberheard_status_song #amberheard_status_in_tamil #amberheard_movie_scene #amberheard_johnydepp_fight_video #amberheard_full_screen_whatsapp_status #amberheardmovies #amberheard_elon_mask #amberheard_interview #AmberHeard_Whatsappstatus_4k
#Amber_Heard_hd_Whatsappstatus #amber_heard_Whatsapp_status_full_screen_hindi_song

Amber heard 4k ultra status, ultra hd 4k status full screen, 4k ultra hd status hindi, 4k status video hindi, 4k status video hindi song, 4k status video kaise banaye, 4k status video editing, 4k status whatsapp, 4k status without watermark, 4k status wala, 4k status whatsapp hindi, miss you status 4k, 4k status zone, 4k 120fps whatsapp status, 4k 15 sec status, 4k full hd status 1920x1080, 4k full screen status 2020, 4k 60fps whatsapp status, 4k 60fps status
---------------------------------------
NOTE: - All Images, Pictures, Music used in the video belongs to the respected owners.

Disclaimer: - This channel DOES NOT promote or encourage any illegal activities. All content provided by this channel is meant for EDUCATIONAL and INFORMATIONAL PURPOSE only.

Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is made for FAIR USE for purpose such as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.
---------------------------------------
Song:Love U
Artist:Razihel
song link:https://youtu.be/OJBxNA8cX-E
song link:http://ncs.io/loveu
Music provided by: http://spoti.fi/NCS",PT20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,571,29,0,5,,,"['Amber heard', 'Amber heard status', 'Amber heard WhatsApp status', 'Amber heard movie', 'Amber heard movie scene', 'Amber heard shorts', 'Amber heard aquaman status', 'love status', 'shorts', 'romantic status', 'hollywood actress', 'johny depp status', 'beautiful girl status', 'single boy status', 'badboy attitude status', 'love at first sight status', 'hollywood movie', 'romance status', 'aquaman status', 'aquagirl status', 'whatsapp status', 'breakup status', 'movie scene', 'attitude status', 'bgm', 'cute girl status']",
youtube#video,hOeEhQTxBsnFCI2KDu-WO6wyBwQ,GD42b3rKvYM,2021-11-20T10:56:19Z,UCqBuHMpRJ8CoMnPzn3sLdjQ,😱Amber Heard 🤗 Whatsapp Status 😍🔥#shorts #viral #celebrity #amber,,https://i.ytimg.com/vi/GD42b3rKvYM/default.jpg,120,90,https://i.ytimg.com/vi/GD42b3rKvYM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GD42b3rKvYM/hqdefault.jpg,480,360,,,,,,,Shorts Lovers,22,none,😱Amber Heard 🤗 Whatsapp Status 😍🔥#shorts #viral #celebrity #amber,,PT14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,23,0,0,0,,,,
youtube#video,poLhAzpEuACWv8U4AOsm04YTrfo,GeTkRCv828s,2021-07-27T17:06:48Z,UCSLPasyjlFlAi-DP22E0tHA,Johnny Depp Love Amber Heard Whataap Status😛 #AmberHeard #johnnydepp #Shorts,,https://i.ytimg.com/vi/GeTkRCv828s/default.jpg,120,90,https://i.ytimg.com/vi/GeTkRCv828s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GeTkRCv828s/hqdefault.jpg,480,360,,,,,,,World STATUS,22,none,Johnny Depp Love Amber Heard Whataap Status😛 #AmberHeard #johnnydepp #Shorts,,PT30S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,80,2,0,0,,,,
youtube#video,xoBw0w5nNXFk2ke_MIk917dZTvI,GeTXLFjCAk8,2021-08-19T15:42:24Z,UC498M6ywva3OiBBdzY95iOg,Amber Heard😻🔥||Aquaman Whatsapp Status😱||#whatsappstatus #shorts,,https://i.ytimg.com/vi/GeTXLFjCAk8/default.jpg,120,90,https://i.ytimg.com/vi/GeTXLFjCAk8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GeTXLFjCAk8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GeTXLFjCAk8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GeTXLFjCAk8/maxresdefault.jpg,1280.0,720.0,ᴛɪɴʏ ꜱᴛᴀʀᴋ 2ᴍ,22,none,Amber Heard😻🔥||Aquaman Whatsapp Status😱||#whatsappstatus #shorts,,PT23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,826,41,0,0,,,,
youtube#video,KIxFwHUbPh1GKz7c2r3fX9VWBHc,gfvbqHkBIak,2021-04-15T16:57:12Z,UCdkJE3IYihzuLJpg51_b2OA,aquaman amber heard #shorts,aquaman amber heard #shorts,https://i.ytimg.com/vi/gfvbqHkBIak/default.jpg,120,90,https://i.ytimg.com/vi/gfvbqHkBIak/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gfvbqHkBIak/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gfvbqHkBIak/sddefault.jpg,640.0,480.0,,,,Shorts Trend,22,none,aquaman amber heard #shorts,aquaman amber heard #shorts,PT10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,0,0,0,,,"['aquaman amber heard #shorts', 'aquaman', 'aquaman 2', 'amber', 'heard', 'amber heard', 'mera', 'amber heard mera', 'aquaman 2 new trailer', 'new trailer', 'new movie', 'dc movies', 'dc world', 'DC']",
youtube#video,_DqZ8VBCQwlMZJBR1ivDeEAzDhM,giTIlhy0_RM,2021-06-30T06:58:56Z,UCqy8jM3Y-2Pc033kilUlAFA,Amber Heard Status❤🔥HOT Amber Heard Status🔥💜Whatsapp status||Shorts💙love status❤love at first sight🔥,"🙏THANK YOU FOR WATCHING🙏

plz!❤LIKE | SHARE | SUBSCRIBE❤

Amber Heard Status||HOT Amber Heard Status||Whatsapp status||Shorts||love status||love at first sight||aquaman status

#AmberHeard#LJBEntertainment#Shorts#status#whatsappstatus
--------------------------------------------
Uploaded for promotional,entertainment and preview purposes only!

If you as a copyright holder wish to remove this,

please contact me@
lborah872@gmail.com 

and I will remove it directly from my channel.
--------------------------------------------
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status

Amber Heard Status
Amber Heard Status
Amber Heard Status
Amber Heard Status

Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
--------------------------------------------
#AmberHeard#AmberHeardcuteexpression#AmberHeardstatus#AmberHeardWhatsappstatus#AmberHeardWhatsappstatus4k#Amberheard#Amberheardmovie#Amberheardaquaman#Amberhearddialogue#Amberheardboyfriend#AmberheardJohnydepp #Amberheardshorts#Amberheardromanticscene#Amberheardromance#Amberheardsexscene#Amberheardhotscene#Amberheardbestscene#amberheard_status_video#amberheard_status_4k#amberheard_status_fullscreen#amberheard_status_wahran#amberheard_status_hindi_song#amberheard_status_hd#amberheard_status_song#amberheard_status_in_tamil#amberheard_movie_scene#amberheard_johnydepp_fight_video #amberheard_full_screen_whatsapp_status #amberheardmovies #amberheard_elon_mask #amberheard_interview #AmberHeard_Whatsappstatus_4k
#Amber_Heard_hd_Whatsappstatus #amber_heard_Whatsapp_status_full_screen_hindi_song
#Statusvideo #Status_whatsapp_love#status_song#status_video_for_whatsapp#status_new#status_full_screen#status_love#status_4k#status_sad#status_hindi#status_video_hindi#status_video_bhojpuri#status_video_new_2021#status_video_tamil#status_video_song#status_video_love#status_video_new#status_video_sad#status_video_shayeri#status_upsc_lover#status_for_upsc_aspirants
Status video,Status whatsapp love,status song,status video for whatsapp,status new,status full screen,status love,status 4k,status sad,status hindi,status video hindi, status video bhojpuri,status video new 2021,status video tamil,status video song,status video love,status video new,status video sad,status video shayeri,status upsc lover,status for upsc aspirants,Status whatsapp love song,Status whatsapp love story,Status whatsapp love new,Status whatsapp love sad,Status whatsapp love romantic,Status whatsapp love hindi,Status whatsapp love video,Status whatsapp love punjabi,Status whatsapp love tamil,Status whatsapp love telugu,Status whatsapp love hollywood,status video for whatsapp punjabi song,status video for whatsapp tamil,status video for whatsapp telugu,status video for whatsapp song,status video for whatsapp love,status video for whatsapp sad,status video for whatsapp full screen,status video for whatsapp malayalam,status video for whatsapp hollywood,status video for whatsapp english,status video for whatsapp femal version,status video for whatsapp hindi,hollywood crush whatsapp status,hollywood whatsapp status,hollywood crush whatsapp status tamil,hollywood heroine whatsapp status tamil,hollywood actress whatsapp status tamil,hollywood crush whatsapp status hindi,hollywood heroine whatsapp status hindi,hollywood actress whatsapp status hindi,hollywood whatsapp status full screen,hollywood whatsapp status video,hollywood whatsapp status love,hollywood whatsapp status song, hollywood whatsapp status tamil full screen, hollywood whatsapp status in tamil, hollywood whatsapp status in hindi, hollywood whatsapp status hindi song,hollywood whatsapp status full screen 4k,Amber heard 4k ultra status,ultra hd 4k status full screen,4k ultra hd status hindi,4k status video hindi,4k status video hindi song,4k status video kaise banaye,4k status video editing,4k status whatsapp,4k status without watermark,4k status wala,4k status whatsapp hindi,miss you status 4k,4k status zone,4k 120fps whatsapp status,4k 15 sec status,4k full hd status 1920x1080,4k full screen status 2020,4k 60fps whatsapp status,4k 60fps status
--------------------------------------------
NOTE: - All Images, Pictures, Music used in the video belongs to the respected owners.

Disclaimer: - This channel DOES NOT promote or encourage any illegal activities. All content provided by this channel is meant for EDUCATIONAL and INFORMATIONAL PURPOSE only.

Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is made for FAIR USE for purpose such as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.
--------------------------------------------
Song:Love U
Artist:Razihel
song link:https://youtu.be/OJBxNA8cX-E
song link:http://ncs.io/loveu
Music provided by: http://spoti.fi/NCS",https://i.ytimg.com/vi/giTIlhy0_RM/default.jpg,120,90,https://i.ytimg.com/vi/giTIlhy0_RM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/giTIlhy0_RM/hqdefault.jpg,480,360,,,,,,,LJB Entertainment,22,none,Amber Heard Status❤🔥HOT Amber Heard Status🔥💜Whatsapp status||Shorts💙love status❤love at first sight🔥,"🙏THANK YOU FOR WATCHING🙏

plz!❤LIKE | SHARE | SUBSCRIBE❤

Amber Heard Status||HOT Amber Heard Status||Whatsapp status||Shorts||love status||love at first sight||aquaman status

#AmberHeard#LJBEntertainment#Shorts#status#whatsappstatus
--------------------------------------------
Uploaded for promotional,entertainment and preview purposes only!

If you as a copyright holder wish to remove this,

please contact me@
lborah872@gmail.com 

and I will remove it directly from my channel.
--------------------------------------------
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status
Amber Heard WhatsApp status

Amber Heard Status
Amber Heard Status
Amber Heard Status
Amber Heard Status

Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
Amber Heard Shorts
--------------------------------------------
#AmberHeard#AmberHeardcuteexpression#AmberHeardstatus#AmberHeardWhatsappstatus#AmberHeardWhatsappstatus4k#Amberheard#Amberheardmovie#Amberheardaquaman#Amberhearddialogue#Amberheardboyfriend#AmberheardJohnydepp #Amberheardshorts#Amberheardromanticscene#Amberheardromance#Amberheardsexscene#Amberheardhotscene#Amberheardbestscene#amberheard_status_video#amberheard_status_4k#amberheard_status_fullscreen#amberheard_status_wahran#amberheard_status_hindi_song#amberheard_status_hd#amberheard_status_song#amberheard_status_in_tamil#amberheard_movie_scene#amberheard_johnydepp_fight_video #amberheard_full_screen_whatsapp_status #amberheardmovies #amberheard_elon_mask #amberheard_interview #AmberHeard_Whatsappstatus_4k
#Amber_Heard_hd_Whatsappstatus #amber_heard_Whatsapp_status_full_screen_hindi_song
#Statusvideo #Status_whatsapp_love#status_song#status_video_for_whatsapp#status_new#status_full_screen#status_love#status_4k#status_sad#status_hindi#status_video_hindi#status_video_bhojpuri#status_video_new_2021#status_video_tamil#status_video_song#status_video_love#status_video_new#status_video_sad#status_video_shayeri#status_upsc_lover#status_for_upsc_aspirants
Status video,Status whatsapp love,status song,status video for whatsapp,status new,status full screen,status love,status 4k,status sad,status hindi,status video hindi, status video bhojpuri,status video new 2021,status video tamil,status video song,status video love,status video new,status video sad,status video shayeri,status upsc lover,status for upsc aspirants,Status whatsapp love song,Status whatsapp love story,Status whatsapp love new,Status whatsapp love sad,Status whatsapp love romantic,Status whatsapp love hindi,Status whatsapp love video,Status whatsapp love punjabi,Status whatsapp love tamil,Status whatsapp love telugu,Status whatsapp love hollywood,status video for whatsapp punjabi song,status video for whatsapp tamil,status video for whatsapp telugu,status video for whatsapp song,status video for whatsapp love,status video for whatsapp sad,status video for whatsapp full screen,status video for whatsapp malayalam,status video for whatsapp hollywood,status video for whatsapp english,status video for whatsapp femal version,status video for whatsapp hindi,hollywood crush whatsapp status,hollywood whatsapp status,hollywood crush whatsapp status tamil,hollywood heroine whatsapp status tamil,hollywood actress whatsapp status tamil,hollywood crush whatsapp status hindi,hollywood heroine whatsapp status hindi,hollywood actress whatsapp status hindi,hollywood whatsapp status full screen,hollywood whatsapp status video,hollywood whatsapp status love,hollywood whatsapp status song, hollywood whatsapp status tamil full screen, hollywood whatsapp status in tamil, hollywood whatsapp status in hindi, hollywood whatsapp status hindi song,hollywood whatsapp status full screen 4k,Amber heard 4k ultra status,ultra hd 4k status full screen,4k ultra hd status hindi,4k status video hindi,4k status video hindi song,4k status video kaise banaye,4k status video editing,4k status whatsapp,4k status without watermark,4k status wala,4k status whatsapp hindi,miss you status 4k,4k status zone,4k 120fps whatsapp status,4k 15 sec status,4k full hd status 1920x1080,4k full screen status 2020,4k 60fps whatsapp status,4k 60fps status
--------------------------------------------
NOTE: - All Images, Pictures, Music used in the video belongs to the respected owners.

Disclaimer: - This channel DOES NOT promote or encourage any illegal activities. All content provided by this channel is meant for EDUCATIONAL and INFORMATIONAL PURPOSE only.

Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is made for FAIR USE for purpose such as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.
--------------------------------------------
Song:Love U
Artist:Razihel
song link:https://youtu.be/OJBxNA8cX-E
song link:http://ncs.io/loveu
Music provided by: http://spoti.fi/NCS",PT23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,61,7,0,2,,,"['amber heard', 'amber heard status', 'amber heard apology', 'amber heard interview', 'amber heard movies', 'amber heard kiss johny depp red carpet', 'amber heard status video', 'amber heard status 4k', 'amber heard status full screen', 'amber heard status hd', 'amber heard status song', 'whatsapp status', 'shorts', 'love status', 'romantic status', 'amber heard shorts', 'amber heard whatsapp status', 'amber heard whatsapp status 4k', 'amber heard 4k status full screen', 'amber heard status wahran']",
youtube#video,cL4kbIGjA2xXyKVrXf7vNQRCWz8,GNfJpAwJ5G0,2021-12-11T02:26:05Z,UCDQGVzEPleWvVoEZqehtoiA,Aquaman || amber heard #shorts,,https://i.ytimg.com/vi/GNfJpAwJ5G0/default.jpg,120,90,https://i.ytimg.com/vi/GNfJpAwJ5G0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GNfJpAwJ5G0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GNfJpAwJ5G0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GNfJpAwJ5G0/maxresdefault.jpg,1280.0,720.0,MDH STUDIOS,1,none,Aquaman || amber heard #shorts,,PT43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,15,2,0,1,,,"['aquaman mera amber heard', 'aquaman mera', 'aquaman', 'amber heard', '#shorts']",
youtube#video,7nRKYhdXkzl53Y99wLEA1FtdnBk,h2es7GDu4xc,2021-10-27T05:56:56Z,UCrpyZVxq3ZQT5bBFAMrh1Cg,Amber Heard#shorts#just chill.,"Amber Heard#shorts#just chill.
please subscribe my channel for 
more videos.

Thanks for watching.",https://i.ytimg.com/vi/h2es7GDu4xc/default.jpg,120,90,https://i.ytimg.com/vi/h2es7GDu4xc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/h2es7GDu4xc/hqdefault.jpg,480,360,,,,,,,Just Chill,24,none,Amber Heard#shorts#just chill.,"Amber Heard#shorts#just chill.
please subscribe my channel for 
more videos.

Thanks for watching.",PT16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,91,0,0,0,,,"['Amber Heard#shorts#just chill.', 'amber heard', 'just chill', 'amber heard whatsapp status', 'amber heard status', 'just chill chill song lyrics', 'amber heard johnny depp fight video', 'amber heard johnny depp', 'amber heard apology']",
youtube#video,aUQ2mO8mVmQoIliEDP57wI4Z6N4,h9a_-RNPVtc,2021-04-03T06:48:31Z,UC_Df3SmZez4g_jyvxiuMiYw,Amber Heard Shorts youTube jismo k peeche bhage ho firte utro kabhivrooh mei,,https://i.ytimg.com/vi/h9a_-RNPVtc/default.jpg,120,90,https://i.ytimg.com/vi/h9a_-RNPVtc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/h9a_-RNPVtc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/h9a_-RNPVtc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/h9a_-RNPVtc/maxresdefault.jpg,1280.0,720.0,Statusmania 4K,22,none,Amber Heard Shorts youTube jismo k peeche bhage ho firte utro kabhivrooh mei,,PT14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,3,0,0,,,,
youtube#video,W4racXktBELMtmm_d8wWuIlgams,hfa0HGdWsPQ,2021-06-13T15:01:04Z,UCV2NFmkjq9dB0uOo3UbDHnQ,Amber Heard best what's app status #shorts,"Copyright disclaimer under under section 107  of the copyright act 1976 allowance is made for fair use for purpose such as criticism, comment, news reporting, scholarship and research. Fair use is use permitted by copyright statute that might otherwise be infringing. Non profit, educational or personal use tips the balance in favour of fair use.",https://i.ytimg.com/vi/hfa0HGdWsPQ/default.jpg,120,90,https://i.ytimg.com/vi/hfa0HGdWsPQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hfa0HGdWsPQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hfa0HGdWsPQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/hfa0HGdWsPQ/maxresdefault.jpg,1280.0,720.0,Ab7  #shorts,22,none,Amber Heard best what's app status #shorts,"Copyright disclaimer under under section 107  of the copyright act 1976 allowance is made for fair use for purpose such as criticism, comment, news reporting, scholarship and research. Fair use is use permitted by copyright statute that might otherwise be infringing. Non profit, educational or personal use tips the balance in favour of fair use.",PT29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,48,7,0,0,,,,
youtube#video,3LHIKhvhKGa_lE1o_J8d-GUVVrg,HIPJsW2AMnI,2021-10-01T03:08:53Z,UC_Wb8tm9tjkVP1yr_u7SdTQ,#shorts (Amber heard status)#beautiful #ytshorts,Created by InShot:https://inshotapp.page.link/YTShare,https://i.ytimg.com/vi/HIPJsW2AMnI/default.jpg,120,90,https://i.ytimg.com/vi/HIPJsW2AMnI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HIPJsW2AMnI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HIPJsW2AMnI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HIPJsW2AMnI/maxresdefault.jpg,1280.0,720.0,Devy,22,none,#shorts (Amber heard status)#beautiful #ytshorts,Created by InShot:https://inshotapp.page.link/YTShare,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,61,3,0,0,,,,
youtube#video,IjTt2KCIN_lJsSM5FqtwTbYmRL0,IwiDpu4RQ7M,2021-08-08T16:30:01Z,UCYCKO48EC-VyHuxQ6HNc6xg,Amber Heard Safari Edit #shorts,"#AmberHeard Safari Edit #shorts
subscribe and press the bell icon for not missing a new update
😅Emotional Edits
😘Romantic Edits
❤Love Edits
💘Heart Touching Edits
💝College Lovers Edits
❣Special Occasion Edits
💛Latest Edits
-------------------------------------------------------------------------
So Keep supporting Me.. 
Please🙏🙏💓
➡SUBSCRIBE
➡LIKE
➡COMMENT",https://i.ytimg.com/vi/IwiDpu4RQ7M/default.jpg,120,90,https://i.ytimg.com/vi/IwiDpu4RQ7M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IwiDpu4RQ7M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IwiDpu4RQ7M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/IwiDpu4RQ7M/maxresdefault.jpg,1280.0,720.0,Shorts Studio,24,none,Amber Heard Safari Edit #shorts,"#AmberHeard Safari Edit #shorts
subscribe and press the bell icon for not missing a new update
😅Emotional Edits
😘Romantic Edits
❤Love Edits
💘Heart Touching Edits
💝College Lovers Edits
❣Special Occasion Edits
💛Latest Edits
-------------------------------------------------------------------------
So Keep supporting Me.. 
Please🙏🙏💓
➡SUBSCRIBE
➡LIKE
➡COMMENT",PT44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1505,24,0,8,,en,['Amber Heard'],
youtube#video,dvBu6aN8uehe2bmTKx0SomcaoqI,jFJyuCWqju0,2021-10-14T11:29:24Z,UC3oL75_ZCqUAcQzHJBIwkMw,Amber Heard Full HD Whatsapp Status | Hollywood Celebrity #shorts,,https://i.ytimg.com/vi/jFJyuCWqju0/default.jpg,120,90,https://i.ytimg.com/vi/jFJyuCWqju0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jFJyuCWqju0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jFJyuCWqju0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/jFJyuCWqju0/maxresdefault.jpg,1280.0,720.0,Harun Tadavi,22,none,Amber Heard Full HD Whatsapp Status | Hollywood Celebrity #shorts,,PT13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2374,82,0,3,,,,
youtube#video,M8onyWRNRUEVTPL8IhRJTN2mHoQ,jnAP0USrwS4,2021-09-09T02:05:09Z,UC724WakeOlJH63XxPIU3ADg,Amber Heard practice martial art #shorts #viral #ytshorts,,https://i.ytimg.com/vi/jnAP0USrwS4/default.jpg,120,90,https://i.ytimg.com/vi/jnAP0USrwS4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jnAP0USrwS4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jnAP0USrwS4/sddefault.jpg,640.0,480.0,,,,Entertainer celebrity,24,none,Amber Heard practice martial art #shorts #viral #ytshorts,,PT32S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,18,1,0,3,,en-IN,,
