,snippet.topLevelComment.snippet.authorChannelId.value
10354,UCiRZsFa1pDUbuT9OuNQPmSw
10355,UCuS2k8Ayb9xZ-rYUsMdV6zQ
10356,UCLC5b-fI5ZyPVKqFfe7HD-Q
10358,UCzqEiRbKg7fbhYNthEz28kw
10365,UCwZ4NNP383yEL37b0yhEY0w
10366,UCcXUo08nPR8J6OVnp-ozYvA
10367,UCu9gVjLrGzkvlSlS_YpjIZQ
10368,UCRyVFIcVuCtzT7jWTPYhK4Q
10370,UC7RYrq3GZsLPltvrv66aJNQ
10375,UCIDJ43gBxfVSxhiAOCANJiQ
10376,UCXGf9r4wbqjNUHjXQBAz-lQ
10377,UCMS3hw0s89nicZEKSC3HtRA
10378,UC7OM6vhxrPrbVxGEMyPrFHA
10379,UCmAlm3mSwei8A3m7vzPckzQ
10380,UCwIocB4DmPBt9HFeX1sXTww
10386,UCjEInoksK4kHGyJZkBL4ppw
10387,UCTkHFUVFgzk2Lqh_JWi_Orw
10388,UCh9nk6qm4PyJE_DSXcqYXxQ
10389,UCjz0We2XrhbDDJ4cmiCvcUw
10390,UCykol-UnKP-E2lNj3XLUcKQ
10391,UChUv8P6yfKI4U-h1op-eqAQ
10392,UClKuSHVC6AO7xYMcdvo5KaQ
10393,UC_NFcIT-eAz2plF3JykHg1w
10395,UCsRwb1jkR8gmy-YuGZmKOyw
10396,UCyHdKVatZppH-zLngovDD9Q
10397,UCdpqrGridfb6qn8JppLPjLQ
10398,UC9cea1im7hFVsGidxnoM-0A
10399,UCmV5rklVCNh93tw7PmXqsCA
10402,UC1aXlw7KvKcTSjPqBs8uWhQ
10403,UCt1DsThT0OHTJ8H7EJNY-rw
10404,UCyjx_fQncVDYVDm3PSj0VGw
10405,UC5ZoSyNGodEETjm0kmkOugQ
10407,UC0l0zlvjXJzFig0sHLv93vw
10408,UCtMTGXCAOp-usy5tCPlRJCQ
10409,UCctnpSS7VMqcJP6e7-2LqGA
10410,UCXX-MYdUs7uV2jIIVAt-6Gg
10411,UCGYk0MNKJ7T4hKBjQ0goTyg
10412,UC3XFL17ynkIHpB_GdbU7N2g
10413,UC4shxrjagjhinGddZoEz9Fw
10414,UCtgTaFAbwgXe2cz-HiJ1iHQ
10415,UC-X73djfToHEUY91qOwwlAQ
10417,UC1YkaTANG_H2kpvjR8rR8-Q
10418,UCyNrC_CSx3LyS3bX77ywnJA
10419,UCpyyMfvepiY78WWGWDKfgDQ
10423,UC3Fy27Q0J-H0iRwmB3cj-ww
10424,UCOoCy2dwXwYoln5ckOJ1tMA
10426,UCkys2mAggAQyi168toXaAXA
10427,UC_rOAAqm2tr03Kyr1x36a3A
10428,UC-8fhVgvrAaOOZxEuIhukXQ
10429,UCBoHe3gAHYHYNXYA_wpi3wg
10430,UCP4_ySr39g_kHuojVME4unQ
10431,UCA8B6V_DmE6qA9qyNKLVAwA
10435,UCkU9Xy4DAFWS250iejNwn6Q
10436,UCbunVZkp71lgQuA0SxlvuAw
10437,UCj8Ilv5dzr8cxGqLOvLh8fQ
10438,UCV06xL0oJ94LIWYatlVsrQw
10439,UCtMse7ZdTldBBp1gfPxx6hA
10441,UCIg8kpS-2bc8KX8-4PGQc0Q
10443,UCtL4ubOfWzif6eZlJRjJF-g
10445,UCaYv0Vt5kv6R7r0nMokARsQ
10451,UC2rIzPjp091dxrX1FXZkdaw
10452,UCtn9DFz1D1KFYSq-FI-hb6A
10453,UCzAqO2LVCQMuwxNx4rMwGrQ
10455,UCmfvOJdK1CCoJVz-UDMWtrA
10456,UCVq_-GPo5toWXUFdIaimR0A
10457,UCn6kQ0EOvD-UfeSn3Y8b40Q
10461,UCERntOnWkzE8xmIai97b7mg
10463,UCdJvzGavz_rllBcf9kaEzsQ
10464,UCEbJkR_rl4RldXmUmUk7n6Q
10465,UCUTarL6wBfj71xl62S9D5xQ
10468,UC5kpiOJaEd695Y3F27INvuA
10471,UCZJ0O8gYdhHVe-SZCh2DbCg
10472,UCT4ydvqHrr0Jf_h-T3RNL1g
10473,UC6lnEFFGJYxAnb2sYOiJsNw
10474,UCb-GOdRAMpbR44K-n8evnpQ
10475,UChdKCSxzPtCzbAoXe6DCsUg
10476,UCutqg_mDVluOtAvQSHNoHFw
10479,UCMHTNW1PSODt8-r4qzMEffQ
10480,UCZiXQFeOcBRyt_IDS4_l05A
10481,UCngCXXSUN0dUxdSJnoPYoLw
10482,UCDbBGvh423hY2Wwj8g0rqIA
10483,UCi0p656roMWc-ZOBGa1Cu6g
10485,UCI5TbS73Jtt_HEfo3iF9T1w
10488,UCDVFncvsxS5QhhCapXPiY3Q
10490,UCD1bAdXySTveBrK9nAvKycA
10491,UC6oK28g1QD9Eh-OL7pChdUA
10492,UCLKC0KWxSCssSXVPkkgGbxA
10494,UCVeE2gumTsB4vW6oSaDZsww
10495,UCIqhcKSaA-43q19zfdmUkJA
10496,UCxLWELX-VL7378Gf0eP8ZHQ
10497,UChSRPknK1Z-cRDfZxA6iJ6Q
10498,UCNjQH1Q50_u57AFPLnXYyNg
10499,UCOdyn2W8BiRuLB6FyakUtPg
10501,UC2H-_jFgeQAbN4nVAtHortA
10502,UCEZVWoqYWKXAFpTKT6tLfbA
10503,UC6VLaE-ACnaJ9Np3agWjZBQ
10504,UCDq8VMMfW_PWyTTa4ptV4Ww
10505,UCC9e3zYiY4uWLNhWYivS0oQ
10508,UCWTtA8ir1dSvnHU2ZgPQJcA
10510,UCaGzcWPpEqctSdJEv2sEG-w
10511,UCJZLjnBa9jpND0ZMewRnGFA
10514,UCHC9BeXl_7Ejs8HVglvLJ-Q
10515,UC2mLdsD2PNIBk3nOpun1q3w
10517,UCmR1HsZzbWxpOkKgLYSnddw
10519,UCCPwq3z1iMLZCdJt_bHZXHw
10522,UChYH-4eI1Rz1GiDh1dHPugQ
10524,UCirRX-MPaaswYWqg8ZUQQkQ
10526,UCgyMeJAK2Pwjde4FnnnGFHw
10527,UCCJW25MUn7IvGRPwo_0WSkw
10529,UCt8hmRCuGz8Olnd4fjIVX2g
10532,UCQZLa9Tjwxb-RLSmfJGUH6g
10533,UC9K9RyheN2ODL2ttrR5VjvA
10534,UCr5F6w5-ht4ztxObk-2Ff4A
10535,UCFoTdTft0ZxQ6Ay2q-7-iRA
10536,UC_df78fTHRQ9uJV9gLgLr9w
10537,UCTkGsCc83p4O3Rdm4arXsjA
10538,UClfyemEGftqvqCyq02-duhQ
10539,UCxqP85fbrzw-TJ4RiCA38qg
10540,UCiIdH8rV9zoOtv64uK82kvA
10541,UCb1CsZKvKFH5rXoDzuLheiQ
10542,UC99j1JkK8cS1Ax9VSyenV9g
10543,UC7rVZzK-81cu4JIocbETg5A
10544,UC9CvNmIEpr6XomESzv3Zd-Q
10545,UCiEleWL6fT7AErusIZ4XxWg
10546,UCHl-Sh0YYvscXlv0g9kz3ig
10547,UC-Nkr08dmasiK-FK2XFcI3Q
10548,UCvi8eAv4Ai-_H7ReDVHvFdQ
10549,UCPA3t5_kKWHQdmPpeKIsghg
10550,UCWHQlmxsZMW8YqsALlU4HZw
10551,UC3GRVNAU7fK7pQrQUROnqsg
10552,UCVRROqlaHIP92Oun1Cl8XAw
10553,UCKmm8mca-5cnKpcWB2hQ2vA
10554,UC9bDBr-67vDCbZTccaak8qA
10556,UC5PtWNVB4TuF6KC7CwwBXaw
10557,UCMrg6X12aFY1-SJ8QZIWzBQ
10558,UC8S0nX3Zv_wHCdyBq1urIsw
10559,UCvMB5kUJtQPEE-6YyU81Fyg
10561,UC0376lKD7yQMv08LktqjJBw
10562,UCnGe8fXbGNrFovXNMEB0Wbg
10563,UCMyo5fm0VFBlHWN45duKWSg
10564,UC0tzSEdxC0Q-3lux-o_0Ziw
10565,UC05S-XIwMttfIJm7EMeexag
10567,UCsH_T_fQYaN-bIp5Hq2s0dg
10568,UC7fYJTjRCeHzUrIXRYTl4oQ
10569,UCDpWEFiA_1fLFxwbz6LgnAg
10570,UCgqZBt-Ud83H62L6b2k8ccg
10571,UC0Yf7-6xUVCU8EGSBNB7U8w
10574,UC6NvJvl866zxmCqGDnFS3bw
10576,UCW4NP7_nS81d96YezRLOv1w
10579,UCm1idznDhViHFsLTma2-Y9A
10580,UCMS4v8NHy56gbAXUjZ_7tZA
10582,UCW3lRo6CWYOR7EsvvTfgfpw
10584,UCpk0cZn9h1Ht9KYwt3pnPjQ
10591,UC4Uf5U2YhkIJTp3NpJbXfXg
10592,UCV9Afn-Cy3m9feT1Q9bxbaw
10593,UC4O9f1HeV5zNV7q66r7cbXw
10595,UCRAduvUeJ6eX2kSNgENbcHg
10597,UCoc34F_6kmNqXyVZSAtr2TQ
10598,UCice0T9PF13jXc-titYmtuQ
10602,UCCKPaNGkCmbl5PmCvTBoumg
10604,UCvCP2JMHtuII1rIgVZ2kcnw
10605,UCVWMPwfVo5sKagSKzAfHOaw
10617,UC-ioah8VHfh9bSyrT6iKEcA
10618,UCJsm81KWLkG9Io7wYZ939aQ
10619,UCwpzxVycC6I0Zj3EJgKjTLw
10620,UCgwdPX-OlkpjP_jd33_NJyQ
10621,UCb4GW4B0bWapbc4VqQLBTXw
10622,UC7NzYS_-Nac8cQBZtFi9QKg
10623,UClVn7ipfc2ACvQRrL3M9iEA
10624,UCbCCXl7i1E-AY0cAhgT0zbA
10625,UC1XkjIcuxnvOotxcCmZiK7w
10626,UCa2irhrMrOdh-sI6iPz_SMA
10627,UCnKAKQnjFB0PWzFtZJDdqBQ
10628,UCG73oSVZOqqkwkKaKL35LVg
10629,UCpan16TefExs06BeHaXDJSw
10631,UC2LFlGjpnVLq8pVO7MDqi_g
10632,UC910uw2w3uXQg5X4KD-Wfdw
10633,UCEFen8ko4mKNauQSmNqzKtA
10634,UCwvD6areSkvWma3SksrsOWg
10635,UCbuSC98E-et16wtqJMoyGow
10637,UCqpf-XIKcg7W6SHmT0OKt0Q
10638,UC8EyJKdSi8zqhDlGyDt8LBA
10640,UCl2d1vzfyedsmEsB7Z_VDUw
10641,UCjDDKLh5J5bk06ok8r41L8A
10642,UCw5CDdZVqvenDcez09JRS8g
10643,UCclMdINYqab3STeZyqMd-fw
10644,UCyLwiBhe-qq7C_6ubbHyD6w
10645,UCZFVu5v2RVLxsJDJ25FlIfA
10646,UC3nQ4C1ZjnAOjMxQwc6iXBg
10647,UCw6DO7TlSkaSH6BA04PNubg
10648,UCVZp0D4se_-uiYGPa0yH8NQ
10649,UC8yzNkHlNicv_FozYjQvBAw
10650,UCKycjJy-FEDEsqQ9lGWyCNA
10651,UCgsxoQt_HboIRX52CpK4CdA
10652,UC96R7JvKh64Aey5ApYa5vlg
10654,UCvFb5jfiPk13r6w9w0FczDg
10656,UCpSH-UUC2N3Y08HywJu985w
10658,UCsfG88MA8Cntj_mrs77bZnQ
10659,UC4WtrFE9TM-jfc5s6EMA__w
10660,UC7hN_Fv5X7jZrkXyoNCajtA
10661,UCpOEZOY7y4rYu6aejhiX62A
10663,UCuB73nKUeY3ynKncMzlm6TQ
10664,UCghdx1hENG51kPGDe48JznA
10667,UClKyisepXvKlSlr1Zbq3U5g
10668,UCgP9jLTJYunRVoKPa-cT61w
10670,UCtMFf5CesalHnlyELjbKD6g
10671,UCaUQzRfsw3xAbXDhxgqQS-g
10672,UCrV3XQ6iC7GtJINnBJNotHg
10675,UC1MbKs85bfxGqZzA5Wo9p3g
10676,UCFgxKixrRduWWdP11q30GTg
10677,UCgYpgP7DUj7J3_Q60WO-I1Q
10678,UCfaEpBwnJeqfSO6m9G2Mxow
10679,UCOTqvCrFhYx5EPcGowGUFQw
10680,UCVbYjLJ7CB1fbcH4eICBkGg
10681,UCSbGyznK6XWOdbyvtN6oslg
10682,UCr7qpxx0x61KhB8r4pmO16Q
10683,UCS81cHUgrfIvPI_Cr1ewUBA
10684,UCc33u1idyY5OKYPpsAC0cbA
10685,UCaixIq9nDmrdSnUhQHk-7Ag
10686,UCcVOL4kxLi3W6ko62ZaUorg
10687,UCFVaml8VgP5j-QCw3NdYzow
10688,UC0JBzhoZNgcR9cW7kamTs7A
10689,UCBfEtVa1yBY_w0FdHMVTOtg
10690,UCg29X4uOWFk_MdqiNrJrE9A
10691,UCPrbhhWWhsa1rTdfYq0e4pw
10692,UCvwNzXdjKZFhJWVlZsPqsUw
10693,UC4hQ8Lnq0uhFYJ1LeTEl8-g
10694,UCDh8eBBZY5lJEPyFN1tma3g
10696,UC9We9YC17tvZr0jtlgqlRJA
10697,UCBCK9S5i8iol6qDRBHy3EbQ
10698,UCm-faIGlYlcpfyVyT6xKU1g
10700,UC5Hzr9S-GPys_a64n8Iumvg
10701,UCWR7-Kzvwqcum06BIUcFgzg
10703,UCWrbYySx306zVysptoFEbBA
10704,UCRgeeHUN0pfuDLcEhc1O3cg
10705,UCTggmL_QbynTQwR18iJM6Aw
10710,UC8SXtN2OvTgzoIRSlzH2i5w
10711,UCOImoIhMNe0Nfh3eFEBWTbg
10712,UCtd3nURir2NvtFw9miVr-fw
10713,UCYPv3zFpr3Bav-TlHwgHgIw
10714,UCHLHtL8QM4fnZseELyFEUbQ
10715,UC-KUCbXsGc2Yab8f9yivTcg
10716,UCGAWZVSPxuQ_LxQm2PczRNQ
10717,UCohQr9gI491ntaDJ8FkLySg
10718,UCuStsGiYUL_BEdBLkG9fpZg
10719,UCVkJ1gLdo6OzPIb1Ic6EBDA
10720,UCgjh8Alolm5BEiVBSlN5BMg
10721,UCF3A2Kp6ptnOgQ5nC7uCeEg
10722,UC2dBbAkUvcv44Nqpl_0lDyA
10723,UCDeDiB11KWvj84UpqCR4Gcg
10724,UC6aNs6vtu3gFvVjXPnr3Isw
10725,UC_Xou8ViPkwrUeXPc50SiJA
10726,UCyjp1NYt_V9DXNkxyDZufSg
10728,UCqYx2u794B1rTwUXP9AxlCA
10729,UC9dXYGDQ8EYbS5sVas3jXRg
10730,UCCasYxcgVlTbebsXl19kRAQ
10732,UCSPUDolub0VrW85zdU7HAwQ
10733,UCTur5DalUTwQChUeGit1y1w
10735,UCBgi1lbVKNtFA0HG7ZptgRQ
10739,UCgi8Y4mQoBz7-vILlsw8PwQ
10740,UCj_3dfdaQy4dj7Ee48zc89w
10743,UCmcJjlt0ttqOzBZPzsqNuxw
10745,UCQGA8SAMOLheHS3IdIitSAw
10746,UCGPcB79kSB9pPsSliI1nidQ
10747,UCZLCNZLBm1JV9lo5_87kqIA
10750,UCBLZOrYC7r4AoqsbbsYXNUw
10753,UCzqyQv_Edg7qvu_Mk3w69wQ
10754,UCvMMip75FE12WK0MGS8qOrQ
10755,UCSoV1MHPUqhrAb6peInl9Yw
10756,UCxMfdYOIu8ANk8bBOPnmzTg
10757,UCZmprh8WiM7ZwYKeZbiCK8Q
10758,UC1lH67mv2Mr3fzF9f9cYAmA
10759,UCnrLGd8wvqFk6QOAzdf1sKA
10760,UCD8Fi2eiOVCLv6VeG9SS0kA
10761,UCrnR175NQYFy3SsLnU7XzuQ
10765,UCwbrfYypPqog6YilCMZvvpw
10766,UC5DXnVAAybsoJHXNrlemUoA
10767,UC-akzweyKRt61dkdSFqR3mg
10768,UCAzTIDl3cz-rbp7SN4n0v2Q
10769,UCS11GpF8P0xvhsT5upFzSMw
10771,UCf3Hxf5b_IScu7rm0bdsv_A
10772,UCBH27fWK4xO41ZyEktjHgQg
10773,UC8LwoxKC7lNQue7VqZlW-vg
10775,UCERZEkZovABladRv3yDjulQ
10776,UC9Yum0gSYRApOY2Gza7ouEA
10778,UCCSPwxgCS8VF-j3hd_BaTPw
10780,UC7U-N_OMOXupHcCrBNXWhnw
10781,UC0rw6rVdQG31S8hP8A7fwxw
10782,UC94Z85LgBeXCxAlRX1yvc-A
10784,UCKrZUKLwM79SgYT7Vxh1dnw
10785,UCBA14YU5YEvzzAQ-FxRImkQ
10786,UCVxObNbaFMyiDo3_9AX-gSw
10787,UCM9bAgc6id08e53cddCOlxw
10788,UCvEGyKFJYbdPB5aPzcRgNyQ
10789,UCaoouqiKH7R_x6F8hZraCGw
10790,UC8dV_FWreg7S4NIprQAyStA
10791,UCmWntRSIdwkYl5ZKqXk8hOg
10792,UCeeL8Jq9Qh7bl08dyDfOPkw
10794,UCYEX2rpm7UjE7E0qIyc5hzQ
10795,UCzJ8M-6-jqylhjukzecx_bg
10796,UCsDoiyPG0fXrlOwubQUlp5g
10797,UCFFVe0qM69FPH_oE1lKfbVQ
10798,UC1LgXkxCkaPudKPjn_-8oFQ
10799,UCRFY0gax1MXPfEJ5FXJZ9Wg
10800,UCYCd00vZ9U3-uVNba83ZFmg
10801,UCUhvSYItpjQZvEdIMA9M52Q
10802,UCKOKuSDAmgyfGidQx-MJgYA
10803,UCtaIJ84uM5jTQ7gdpxzqLgQ
10804,UCQLEoPVhLAJd_CczEmSVCmw
10805,UCRPHKcNmlwAlR5ohbzx_02w
10806,UCb9safCqoCMtlmsMoeO3ncw
10808,UC-Iis0xOcb2SM7emcY1vIkg
10810,UCxfxMDuvqzmkA3G_IRYY7jw
10811,UCg_Tjj6kQv_xScQp_hZAJIQ
10814,UCmAYxza-LXcZGhI8dJqULxw
10815,UCAeP-C0ROmg33oq_VnU-mew
10816,UC77L6LlsRKT2gXdZZaXgiNw
10817,UCIACrY0J6Eok6FTpF3fnHfQ
10819,UC8bUuNypnzdJPahM8E0oeJg
10821,UCsiSs9e8O41ogz5mKn6J9iw
10822,UCVq7Q985ohTwftEx6lQCcVA
10823,UCdeVGrBtAtnpeOaTOVxn7iw
10824,UCbwodKPb1VW6ydbcE2-oN7A
10832,UCxLv0Qk-kCU9H1FQhMQMABw
10833,UCIC_K1YNvVvtUksH5SjDWgA
10834,UCJZOZbEi9WSB-0un2phqJBg
10835,UCbCFuYXPIIUSXxlsZGIw4wQ
10837,UCcfEPiT78Y0-Svi6FOulAyA
10838,UCB3JJiuEiswHpnv6Z1IwDhw
10839,UCFWxlSBD-Ha89YLedUOrfig
10840,UCu-riLxB90k8S0WS-xlvItw
10841,UCq9lT7MIgCORmDVx9MObE2g
10842,UCSDQTyR4LmX27PVmXWhnc4A
10843,UCeSmrICxK62JqEDC2tn2VGQ
10844,UCrYKeOkM0wFd-4QKaJKJ4Bg
10845,UCujgaNXKYPH7V_nPv9l7zjw
10846,UCMhrjRLxE37AImOOr5xtrLg
10847,UCQAQulBRFuPmymq0S4L4kJA
10848,UCvJ66ys7qDag_0NxdgmDluQ
10849,UCB4NhqAtG8uvJpxKde6Z64g
10850,UCcWR1x2io5KYKuqPsiv2-Vg
10851,UC6KpOGXN4hqMEVndTKs3kgw
10852,UCC3d9rkc6S8h37GJAWnQZHA
10853,UCuCaxC8yJnGfiXkJYu4L_5A
10854,UCglIjRNW0p6sUK8ML_7Rmsg
10855,UC3imAiidhunsh6hp-tD2Jpw
10856,UClNwJwA-UImnEq8FbIiE3PA
10858,UCWyPLmnFbFgWVz6pyVGTCoQ
10859,UCvpFJJTR0YxJBmyyWu67pyQ
10860,UCiUHLWH3wmc4cg4FLJDKMsg
10861,UCFtwkrUl1eLNTEw-DK4vurA
10862,UCZoFEpjoJtSmmfS1sRfTZfw
10863,UC1S-n76MqrdBTt07BGnkWeQ
10864,UCEaYqZqr0hiKHqNT7Sks4Cg
10865,UCs1O2brfcKy5iGP-OIU72gA
10866,UCmJ_4HcjMYfJiPe3S8AUOyw
10867,UC4SrfAX6wR1pfYFwjb9cHig
10869,UCU6EyTPmhAQRHNUY8VlTqAw
10870,UCF_EToqBRD0QrrDJx7Y3lwg
10872,UCocg9pPcO1Xnw6C77G51nqA
10873,UCCUUqxnjv_ZOnp2LdEZkrqA
10875,UCtZlVXomKBfZ6rVgOX0BDTA
10878,UCljL-lks9_fBMSp4aqjoPPQ
10879,UCApXP1xGv-zpMzCKG1zJH9Q
10880,UCuqdvbm-5OhaK8cffGS4NbQ
10881,UCXAyDO5uAOz-BaZxSfz-b8A
10883,UCs7HNZmXvZ6Wm6yvL3PCU7A
10884,UCQS5Lewy0TQOYvwzeUhzzSw
10890,UCo6vFxO4Jep9SrY8nd-iKdQ
10895,UCJL8QAG4QLbpaupCQb549rQ
10901,UCZYuv2folUjP2xVq2UnvfAQ
10903,UC68hPH3eVWfT1U42vjYDv6g
10905,UC7bBB4Bh0Enn1v8zKB-XY0A
10906,UCa1GJCJF2X0eVkcq7mVypaQ
10908,UCNubdEPF5NL1ks3Zgpv018w
10909,UCyQgvTCsyIu7NxyWEYKC-Fw
10910,UCdo4QQdMeF5ZHCMWF8Ugo4Q
10912,UC3lt02kBK_jhvnx-qI7s1UA
10913,UCS8_ordnQy-Pl-H0HR7UgRg
10914,UCXtgN7Bc_GoIhcRlt0U5bWg
10915,UCzikyI8kKLDcVu4jhNoAzIg
10916,UCx-Ira92DzCAnNvich6J-fw
10917,UCny0IwQseWl1LdlJZzhlxow
10918,UColcHhXgJ4JPtd8qSE1zWXw
10919,UClf2Fqh79mMaexD4e2aDa4w
10920,UCZv2fe8Fn33gNIwiYh1w6Ig
10921,UCEsxcmOEnlTM51Ssiq_1uYw
10922,UCHPdEr9eNuzgz87uao6WKAg
10923,UCNSEtgpV3DCXV8M8GOdZoBA
10924,UCGVQkFo8iqJXVKZiQst-vqA
10925,UCMtQc78xNHHm8n4C9ywwfRA
10926,UCQGYD24ajQ0-OENtvPzffew
10927,UCwweqAkhxf451DsZ7hv3QUg
10932,UC2IB9UO1OEHPydypia-shpQ
10934,UCCHLoHTndadPSRZqvNfUTFg
10935,UCtsebyp9aSlIsSf1GXP_yCQ
10936,UCSXmgkk1MKage8EsuAXzQkw
10937,UCMhA5RkNeSql80uWaHT4ZtQ
10938,UC5p6u6LUPNCeYTc-zXAAa1w
10940,UC6IhTTDHayIBNXfVx6lLOLQ
10941,UCZsvsHJMYxHterK_QOTJmmA
10942,UCKXQs7fHyR2dFVCY4s4DjOQ
10943,UCHXkT-HBb2zD-HvFIj2cMkQ
10944,UC8M-ZzaH9-lq9-2Cd9LU1fw
10945,UCjdRm1wztMcTiPQg4G04jzw
10947,UC5xO5_Kzucw3t5xzIfqg28Q
10958,UCzlicyYuPMjtF9VVvJr-PeA
10959,UCv-Vg2hGuArehLzjOknGWRg
10960,UCRgALQP0rNOgvgFm8ajtXAQ
10962,UCJXLWGWA8UBf5DhAXIjjSJQ
10965,UCpfds47d4gB1_ip8kFH_oQw
10968,UCCvXIl89AEuRsYav_FNB3JQ
10970,UC2auVkvUShaD-3onDTkS_rg
10971,UCU-yO7MEHB8NshKYK3a9ttg
10973,UCyHa9jgaXGEYl3qpzSaTSmA
10974,UCFfSD-Jn_6-sMMXs-84Lxjw
10975,UC-NYGDNohKwfjhIEh2N9bOA
10978,UChwSS9NpzLav03EQJL_53yg
10981,UCktC0tjVo23AfCyu_N05z3w
10983,UCG7dgSEwJAeLK5X3cd8IVAg
10984,UCBq6sRWgw7m9NQR1ZsZYZsw
10985,UC96Ob4Scj44hNcY1PZK1AwQ
10986,UCyVg5hJcHs4VSmoc0pP-FKg
10987,UCipcHVBYKRHl2M6vBKfW6jA
10988,UCDrm3aTWzjoGqk1IFQvLDaw
10989,UC5bGHiJf1Z_ip0JOZPCHOGw
10994,UCwFimQo6Kh0_QUKdnCNFuKA
10995,UCEBc7TcFZYN64NkgMCNZqDA
10996,UClGwj5gSm5Lx1EswFfooXxQ
10997,UCSfsZpb8r6b7sx16gyvnSwA
10999,UCtdvKoUbroFw2e1ExaooBgw
11001,UC0p-qGFhRoH9TyWRztgflDw
11002,UChn_uwZZLVMlAN6V9tOoS-w
11003,UCD-HUJYgrTIj9_Vdc4L_NCw
11004,UCYZZwL_QTAyDeplpUG5YqaA
11005,UCJh0-vnpo7reNEIWSuzQ9tw
11006,UCk8gkUBDrEPh1WXSNKtyIsA
11007,UCUnbolqh0btNllVGL2O8DsA
11008,UC_5_xIIupl5sxVWu7PSADrA
11010,UCSG7WhwNjcN3ZzFEcoP3U6g
11011,UC0lwfo1KwNi4iOhtqV5i-Pw
11012,UC8SXsVV-uWIqVh5WIDCt-Ow
11013,UCVnCyQfEbcqqPNH6rozRGww
11015,UCriJT1li-FZWCCaCymwOBgQ
11016,UC3K6Io00_kbN7ejiMnDMK3w
11017,UCO_sIArSslhqLiQLnNPbuPw
11020,UCGHbTk63Ewp1arv08_hITSQ
11021,UC5OSVFp0diSbei82d5t2IBw
11022,UC4I_S9cevzv97EX3CdQBH9Q
11024,UCCJcV8rX7FGbjtcgFZzdTwA
11026,UCulIpMbFigPJkQWKWdt5zoA
11027,UC88mQGHF3Zg7TlOU0i2WGJA
11028,UCIm6nnkoxLZ8WtCe0ca7OYA
11029,UCWBYPzr5sX4I8sGrabsWm5g
11030,UCauYbvbplXGm0smtxpdQ0dQ
11031,UCDJKwJ4r_djU3J6a7GmGMxw
11032,UCegHOT4jw7YvUF6VzTWQ42w
11033,UCAILfwTIvNxX7fHtajbG9nA
11034,UCRqvN5uULzfkwDjcfowc5OA
11036,UCEiq6rSWN_Tt8ro6jSFtM8Q
11037,UCpljI6S5FtOZnmnkgFoHAEw
11038,UCrufJWerJa3C4H4dfjA6jKQ
11039,UCqSzbh9Z2pGg_rz9r0L-E0Q
11040,UCVGbrucHESXFpd8tkQOwQqA
11041,UCN4W12UbWhc5_I71Vb1wIfw
11042,UChyGFm8KfkwqemR2JO_ToXA
11043,UCqw62Y_-3gLzW-H3lx1Woeg
11044,UCBVZoDcv4u-obhEW9xbenOw
11045,UCbY1x3OZ-Bfji837nvHT5dQ
11046,UCGrYszRrSxKfI3q50b9DhEQ
11047,UCIwfnN5SXe6GxlAONlpHeZA
11048,UCA_cInw6czoBedEvfvwmo7A
11049,UCH_xUJvx3rWqp1g9IjaOBmw
11050,UCP-KO_H78j38FFzS0YsSgfA
11051,UCqF3kFXIpgh6mQdr6fbjR2w
11052,UC9smqrG9AvfOrHvpRu-uOBg
11054,UCETD1H53c2fDAgbmCa6NFMQ
11055,UCCdBHCjK73up1yCmHAnRu7w
11056,UCqDP5tey7fQBu1ND3Hk5YAg
11057,UCpBNfDHweCGBOi090ySqxww
11058,UCaWGEuj4G340CB-I5ZGN0sg
11059,UCkZlpwImwfTIEQBSomuX64Q
11060,UCWG_dm4ovn6pdwOLmC4sNwQ
11061,UCBn9WFILUwp0RqKOipgl8PA
11062,UC29yfvG8eU31AL_fSZ4XCiw
11063,UC-T6RZwkDGuE9HyTRkBXTeg
11064,UCPSyiOm4U65Yu-_iyejytyw
11065,UCwMm1Xf2SlqV3AiwfqYSM4Q
11066,UCx80WMENjDOHW2e0sWkuytg
11067,UCHGQTmSUP_JOuB7lBxZ55Kg
11069,UC8bxZ-lPTdIfP4LjIqHhldg
11071,UCmh7k8VDQHjT_AHpMN42A8A
11072,UCNcyVJ-ZNgoC2CZxfmRJFIA
11076,UCX7jYSFKpevSVmzdqnGC2AQ
11079,UCsSMKpBW89CUjiVTKmsa_Mg
11083,UCq88lIA419vKbpR2zdBuRsg
11084,UCbBF0l7BB0_ZO9dCncvpicQ
11087,UCSanQgOJ9luqWgjBzrUUxaw
11089,UCP8SH0SZVlE4xgklvDtVL-g
11090,UC_dyXQL5Gp4PuSJrS6MWRiQ
11092,UCkgeo1ijEETT667VeZtlSNQ
11095,UCy9k7_7K_OuOiD1boF8LV_g
11098,UCtaPxf_vo9h_RTGgtFMT6rA
11100,UC41g0pc3_SHXGsFtnK9_-ag
11101,UCBlYg6nULXJSGYQhAA0YLew
11102,UC0ygZLLEQqw2wEWv8MmCu1Q
11103,UCALZxl_fYNTM1dX509o5Mew
11104,UCbMGa4ylGWBLlJSVztrsH3w
11105,UCz6CgQtE5IOu-rnsVUlopaQ
11107,UC5pw0S9z0LvLme-TL1tGNIQ
11108,UCbR2EAWvKxdbLvpgfivYdjQ
11109,UC0U2DgXu9T7OEQitB2I-2rQ
11110,UCC-k4kXikPfiGBZGpQgHxZQ
